ph,treatment,disease,Lead,Mercury,Arsenic,Fluoride,Pesticides,Bacteria
9.72,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
5.57,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.27,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
5.07,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
7.99,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
7.74,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
8.72,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
8.05,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
8.22,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
7.46,No treatment needed,Healthy,0,0,0,0,0,0
4.39,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.94,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
7.75,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
9.54,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.61,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.2,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
6.89,No treatment needed,Healthy,0,0,0,0,0,0
7.67,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
8.02,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
9.35,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
6.11,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
7.74,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
8.25,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
7.23,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
7.49,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
4.63,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
9.73,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
6.79,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.4,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
5.38,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
6.76,No treatment needed,Healthy,0,0,0,0,0,0
6.83,No treatment needed,Healthy,0,0,0,0,0,0
9.8,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
6.48,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
7.82,Granular Activated Carbon + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Nervous system damage",1,0,0,0,1,1
8.97,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
5.53,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
7.14,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
5.41,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.56,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
8.36,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
6.37,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,1,1,0,0,1
9.26,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.07,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
8.39,Granular Activated Carbon + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skin lesions, Cancer",1,0,1,0,1,0
7.46,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
9.92,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.94,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
5.82,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.94,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.17,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,1,0,0
9.4,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.03,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
8.08,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
4.54,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,1,1,0,1
5.92,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
9.42,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
9.94,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
9.1,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.81,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.44,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
5.06,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
9.98,Activated Carbon Filter + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Nervous system damage",1,1,0,0,0,1
4.31,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
4.94,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
4.91,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
8.94,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
9.5,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
4.62,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.87,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
7.66,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
5.0,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.7,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
6.63,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.18,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,0,0,0,0
6.28,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
5.27,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
5.56,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.23,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
6.22,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
5.17,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
9.26,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
7.16,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
5.77,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.44,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
9.25,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
4.36,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
4.29,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
4.69,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
9.69,Activated Alumina + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis, Skin lesions, Cancer",1,0,1,1,0,0
6.73,No treatment needed,Healthy,0,0,0,0,0,0
6.35,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
4.63,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
4.71,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.92,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
9.3,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
5.53,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
9.94,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
7.21,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
4.47,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
6.6,Activated Alumina + Activated Carbon Filter,"Brain damage, Skeletal Fluorosis",0,1,0,1,0,0
5.99,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
8.54,Activated Alumina + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skeletal Fluorosis",1,0,0,1,1,0
5.59,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,0
8.39,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.51,Activated Alumina + Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Skeletal Fluorosis",0,0,0,1,1,1
4.74,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,1,0,1,0,0
4.91,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
8.3,No treatment needed,Healthy,0,0,0,0,0,0
4.13,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
7.94,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
8.99,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.38,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
5.18,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
9.29,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
4.15,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
4.04,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.74,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
6.29,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
8.52,Granular Activated Carbon + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skin lesions, Cancer",1,0,1,0,1,0
8.57,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
4.31,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.24,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
4.2,Activated Alumina + Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skeletal Fluorosis",1,1,0,1,0,0
9.52,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
6.9,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
6.97,Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skin lesions, Cancer",1,0,1,0,0,1
6.24,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
7.64,No treatment needed,Healthy,0,0,0,0,0,0
7.31,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
6.23,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
7.45,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
5.95,Granular Activated Carbon,Hormonal imbalance,0,0,0,0,1,0
5.87,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.51,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
9.34,Activated Alumina + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis, Skin lesions, Cancer",1,0,1,1,0,0
9.05,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
7.67,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
9.58,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
9.13,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.36,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
4.69,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
4.4,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
4.42,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.29,Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skin lesions, Cancer",0,0,1,0,0,1
4.08,Reverse Osmosis / Ion Exchange,Nervous system damage,1,0,0,0,0,0
8.92,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
9.25,Granular Activated Carbon + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance",0,0,0,0,1,1
4.7,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
7.47,No treatment needed,Healthy,0,0,0,0,0,0
9.56,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,1,0,0
8.05,Granular Activated Carbon + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage, Skin lesions, Cancer",1,0,1,0,1,0
5.94,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
8.75,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
8.5,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
7.46,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
6.89,No treatment needed,Healthy,0,0,0,0,0,0
7.72,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
5.72,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
8.62,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
5.0,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
7.85,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
8.95,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,0,0,0,0,1,1
6.03,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
9.0,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
7.44,Activated Alumina + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,1
5.17,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
4.03,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
8.96,Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Hormonal imbalance, Nervous system damage",1,0,0,0,1,0
4.07,Activated Carbon Filter + Granular Activated Carbon + Ion Exchange / Coagulation,"Brain damage, Hormonal imbalance, Skin lesions, Cancer",0,1,1,0,1,0
9.62,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
8.44,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
4.45,Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Nervous system damage",1,0,0,0,0,1
9.81,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
9.05,Activated Carbon Filter + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skin lesions, Cancer",0,1,1,0,0,1
8.1,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
4.28,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
9.86,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
9.68,Activated Alumina + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis",0,0,0,1,0,1
6.48,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
4.77,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.91,No treatment needed,Healthy,0,0,0,0,0,0
9.0,Activated Alumina + Reverse Osmosis / Ion Exchange,"Nervous system damage, Skeletal Fluorosis",1,0,0,1,0,0
4.21,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.39,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
4.69,Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid",0,1,0,0,0,1
5.93,Activated Alumina + Activated Carbon Filter + Granular Activated Carbon,"Brain damage, Hormonal imbalance, Skeletal Fluorosis",0,1,0,1,1,0
6.68,No treatment needed,Healthy,0,0,0,0,0,0
6.31,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
6.07,Activated Carbon Filter + Ion Exchange / Coagulation,"Brain damage, Skin lesions, Cancer",0,1,1,0,0,0
9.59,Activated Carbon Filter,Brain damage,0,1,0,0,0,0
6.98,No treatment needed,Healthy,0,0,0,0,0,0
9.13,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
4.75,pH adjustment (Add Alkaline),Corrosion issues,0,0,0,0,0,0
8.14,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
8.78,Activated Carbon Filter + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage",1,1,0,0,0,0
7.54,Granular Activated Carbon + Ion Exchange / Coagulation,"Hormonal imbalance, Skin lesions, Cancer",0,0,1,0,1,0
8.01,No treatment needed,Healthy,0,0,0,0,0,0
8.51,pH adjustment (Add Acid),Skin irritation,0,0,0,0,0,0
6.12,Activated Alumina + Ion Exchange / Coagulation,"Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,0
8.22,Activated Alumina + Ion Exchange / Coagulation + UV Sterilization / Chlorination,"Cholera, Typhoid, Skeletal Fluorosis, Skin lesions, Cancer",0,0,1,1,0,1
8.04,Granular Activated Carbon + Reverse Osmosis / Ion Exchange + UV Sterilization / Chlorination,"Cholera, Typhoid, Hormonal imbalance, Nervous system damage",1,0,0,0,1,1
5.77,Activated Carbon Filter + Granular Activated Carbon + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Hormonal imbalance",0,1,0,0,1,1
9.93,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
6.56,No treatment needed,Healthy,0,0,0,0,0,0
4.29,Ion Exchange / Coagulation,"Skin lesions, Cancer",0,0,1,0,0,0
5.93,Activated Alumina + Activated Carbon Filter + UV Sterilization / Chlorination,"Brain damage, Cholera, Typhoid, Skeletal Fluorosis",0,1,0,1,0,1
5.06,Activated Carbon Filter + Granular Activated Carbon + Reverse Osmosis / Ion Exchange,"Brain damage, Hormonal imbalance, Nervous system damage",1,1,0,0,1,0
5.0,Activated Alumina,Skeletal Fluorosis,0,0,0,1,0,0
6.86,Activated Carbon Filter + Ion Exchange / Coagulation + Reverse Osmosis / Ion Exchange,"Brain damage, Nervous system damage, Skin lesions, Cancer",1,1,1,0,0,0
7.22,Consult Specialist / Advanced Filtration,Unknown Contamination Risk,1,0,1,1,0,0
6.61,UV Sterilization / Chlorination,"Cholera, Typhoid",0,0,0,0,0,1
